FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2021 ORDINANCE (AMOUNT $)
CDBG,0J47,CDBG,21,DOH,2560,Homeownership Services,801,INDIRECT COSTS,42150.00
CDBG,0J47,CDBG,21,DOH,2561,Repairs for Seniors,5,SALARIES AND WAGES - ON PAYROLL,201693.00
CDBG,0J47,CDBG,21,DOH,2561,Repairs for Seniors,44,FRINGE BENEFITS,96156.00
CDBG,0J47,CDBG,21,DOH,2561,Repairs for Seniors,135,DELEGATE AGENCIES,2011065.00
CDBG,0J47,CDBG,21,DOH,2561,Repairs for Seniors,140,PROFESSIONAL AND TECHNICAL SERVICES,115000.00
CDBG,0J47,CDBG,21,DOH,2561,Repairs for Seniors,801,INDIRECT COSTS,106487.00
CDBG,0J47,CDBG,21,DOH,2562,Neighborhood Lending,5,SALARIES AND WAGES - ON PAYROLL,61776.00
CDBG,0J47,CDBG,21,DOH,2562,Neighborhood Lending,15,SCHEDULE SALARY ADJUSTMENTS,854.00
CDBG,0J47,CDBG,21,DOH,2562,Neighborhood Lending,44,FRINGE BENEFITS,28052.00
CDBG,0J47,CDBG,21,DOH,2562,Neighborhood Lending,135,DELEGATE AGENCIES,4169370.00
CDBG,0J47,CDBG,21,DOH,2562,Neighborhood Lending,140,PROFESSIONAL AND TECHNICAL SERVICES,42700.00
CDBG,0J47,CDBG,21,DOH,2562,Neighborhood Lending,801,INDIRECT COSTS,89356.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,5,SALARIES AND WAGES - ON PAYROLL,1626638.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,15,SCHEDULE SALARY ADJUSTMENTS,4272.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,44,FRINGE BENEFITS,772947.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,130,POSTAGE,1090.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,140,PROFESSIONAL AND TECHNICAL SERVICES,170526.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,149,SOFTWARE MAINTENANCE AND LICENSING,80000.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,155,RENTAL OF PROPERTY,146640.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,157,RENTAL EQUIPMENT AND SERVICES,570.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,159,LEASE/PURCHASE EQUIPMENT,3865.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,169,TECHNICAL MEETING COSTS,11800.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,181,MOBILE COMMUNICATION SERVICES,6900.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,229,TRANSPORTATION AND EXPENSE ALLOWANCE,18650.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,270,LOCAL TRANSPORTATION,190.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,340,MATERIAL AND SUPPLIES,11312.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,350,STATIONERY AND OFFICE SUPPLIES,6350.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,446,PURCHASE - DATA HARDWARE,8500.00
CDBG,0J47,CDBG,21,DOH,2563,Construction and Compliance,801,INDIRECT COSTS,708083.00
CDBG,0J47,CDBG,27,DOF,2512,ACCOUNTING FINANCIAL REPORTING,5,SALARIES AND WAGES - ON PAYROLL,431376.00
CDBG,0J47,CDBG,27,DOF,2512,ACCOUNTING FINANCIAL REPORTING,39,STUDENT AS TRAINEES,7059.00
CDBG,0J47,CDBG,27,DOF,2512,ACCOUNTING FINANCIAL REPORTING,44,FRINGE BENEFITS,195888.00
CDBG,0J47,CDBG,27,DOF,2512,ACCOUNTING FINANCIAL REPORTING,140,PROFESSIONAL AND TECHNICAL SERVICES,79491.00
CDBG,0J47,CDBG,27,DOF,2512,ACCOUNTING FINANCIAL REPORTING,142,ACCOUNTING AND AUDITING,158895.00
CDBG,0J47,CDBG,27,DOF,2512,ACCOUNTING FINANCIAL REPORTING,149,SOFTWARE MAINTENANCE AND LICENSING,37500.00
CDBG,0J47,CDBG,31,LAW,2515,CODE ENFORCEMENT,5,SALARIES AND WAGES - ON PAYROLL,1995687.00
CDBG,0J47,CDBG,31,LAW,2515,CODE ENFORCEMENT,44,FRINGE BENEFITS,943974.00
CDBG,0J47,CDBG,38,AIS,2505,ENVIRONMENTAL REVIEW,5,SALARIES AND WAGES - ON PAYROLL,200275.00
CDBG,0J47,CDBG,38,AIS,2505,ENVIRONMENTAL REVIEW,44,FRINGE BENEFITS,93726.00
CDBG,0J47,CDBG,41,CDPH,2555,LEAD POISONING PREVENTION,5,SALARIES AND WAGES - ON PAYROLL,2271030.00
CDBG,0J47,CDBG,41,CDPH,2555,LEAD POISONING PREVENTION,11,CONTRACT WAGE - SALARY,1162.00
CDBG,0J47,CDBG,41,CDPH,2555,LEAD POISONING PREVENTION,15,SCHEDULE SALARY ADJUSTMENTS,12321.00
CDBG,0J47,CDBG,41,CDPH,2555,LEAD POISONING PREVENTION,44,FRINGE BENEFITS,1092808.00
CDBG,0J47,CDBG,41,CDPH,2555,LEAD POISONING PREVENTION,91,UNIFORM ALLOWANCE,2200.00
CDBG,0J47,CDBG,41,CDPH,2555,LEAD POISONING PREVENTION,345,APPARATUS AND INSTRUMENTS,41073.00
CDBG,0J47,CDBG,41,CDPH,2555,LEAD POISONING PREVENTION,801,INDIRECT COSTS,1223333.00
CDBG,0J47,CDBG,41,CDPH,2565,VIOLENCE PREVENTION PROGRAM,135,DELEGATE AGENCIES,500000.00
CDBG,0J47,CDBG,41,CDPH,2597,HIV Prevention Program,135,DELEGATE AGENCIES,355837.00
CDBG,0J47,CDBG,41,CDPH,2598,MENTAL HEALTH CLINICS,5,SALARIES AND WAGES - ON PAYROLL,4057560.00
CDBG,0J47,CDBG,41,CDPH,2598,MENTAL HEALTH CLINICS,15,SCHEDULE SALARY ADJUSTMENTS,6703.00
CDBG,0J47,CDBG,41,CDPH,2598,MENTAL HEALTH CLINICS,44,FRINGE BENEFITS,1931481.00
CDBG,0J47,CDBG,41,CDPH,2598,MENTAL HEALTH CLINICS,135,DELEGATE AGENCIES,272405.00
CDBG,0J47,CDBG,41,CDPH,2598,MENTAL HEALTH CLINICS,140,PROFESSIONAL AND TECHNICAL SERVICES,372917.00
CDBG,0J47,CDBG,41,CDPH,2598,MENTAL HEALTH CLINICS,342,DRUGS  MEDICINE AND CHEMICAL MATERIALS,96927.00
CDBG,0J47,CDBG,41,CDPH,2598,MENTAL HEALTH CLINICS,801,INDIRECT COSTS,1956164.00
CDBG,0J47,CDBG,45,CCHR,2505,EDUCATION  OUTREACH AND INTERG,5,SALARIES AND WAGES - ON PAYROLL,284364.00
CDBG,0J47,CDBG,45,CCHR,2505,EDUCATION  OUTREACH AND INTERG,44,FRINGE BENEFITS,129130.00
CDBG,0J47,CDBG,45,CCHR,2505,EDUCATION  OUTREACH AND INTERG,130,POSTAGE,1800.00
CDBG,0J47,CDBG,45,CCHR,2505,EDUCATION  OUTREACH AND INTERG,159,LEASE/PURCHASE EQUIPMENT,1600.00
CDBG,0J47,CDBG,45,CCHR,2505,EDUCATION  OUTREACH AND INTERG,169,TECHNICAL MEETING COSTS,1000.00
CDBG,0J47,CDBG,45,CCHR,2505,EDUCATION  OUTREACH AND INTERG,801,INDIRECT COSTS,221115.00
CDBG,0J47,CDBG,45,CCHR,2505,EDUCATION  OUTREACH AND INTERG,9438,REIMBURSEMENT - AIS,12000.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,5,SALARIES AND WAGES - ON PAYROLL,432991.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,44,FRINGE BENEFITS,211990.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,130,POSTAGE,1800.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,140,PROFESSIONAL AND TECHNICAL SERVICES,27360.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,143,COURT REPORTING,4000.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,159,LEASE/PURCHASE EQUIPMENT,1600.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,169,TECHNICAL MEETING COSTS,1500.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,190,TELEPHONE - CENTREX BILLINGS,1926.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,801,INDIRECT COSTS,383993.00
CDBG,0J47,CDBG,45,CCHR,2510,FAIR HOUSING,9438,REIMBURSEMENT - AIS,12000.00
CDBG,0J47,CDBG,48,MOPD,2503,ADMINISTRATION,5,SALARIES AND WAGES - ON PAYROLL,275665.00
CDBG,0J47,CDBG,48,MOPD,2503,ADMINISTRATION,44,FRINGE BENEFITS,127691.00
CDBG,0J47,CDBG,48,MOPD,2503,ADMINISTRATION,138,IT MAINTENANCE,5089.00
CDBG,0J47,CDBG,48,MOPD,2503,ADMINISTRATION,801,INDIRECT COSTS,232388.00
CDBG,0J47,CDBG,48,MOPD,2505,DISABILITY RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,516198.00
CDBG,0J47,CDBG,48,MOPD,2505,DISABILITY RESOURCES,39,STUDENT AS TRAINEES,4304.00
CDBG,0J47,CDBG,48,MOPD,2505,DISABILITY RESOURCES,44,FRINGE BENEFITS,241655.00
CDBG,0J47,CDBG,48,MOPD,2505,DISABILITY RESOURCES,140,PROFESSIONAL AND TECHNICAL SERVICES,6682.00
CDBG,0J47,CDBG,48,MOPD,2505,DISABILITY RESOURCES,270,LOCAL TRANSPORTATION,336.00
CDBG,0J47,CDBG,48,MOPD,2505,DISABILITY RESOURCES,340,MATERIAL AND SUPPLIES,1382.00
CDBG,0J47,CDBG,48,MOPD,2505,DISABILITY RESOURCES,350,STATIONERY AND OFFICE SUPPLIES,3787.00
CDBG,0J47,CDBG,48,MOPD,2505,DISABILITY RESOURCES,801,INDIRECT COSTS,447795.00
CDBG,0J47,CDBG,48,MOPD,2510,INDEPENDENT LIVING FOR DISABLE,135,DELEGATE AGENCIES,760000.00
CDBG,0J47,CDBG,48,MOPD,2525,HOME MOD PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,260436.00
CDBG,0J47,CDBG,48,MOPD,2525,HOME MOD PROGRAM,44,FRINGE BENEFITS,118264.00
CDBG,0J47,CDBG,48,MOPD,2525,HOME MOD PROGRAM,135,DELEGATE AGENCIES,1100000.00
CDBG,0J47,CDBG,48,MOPD,2525,HOME MOD PROGRAM,140,PROFESSIONAL AND TECHNICAL SERVICES,12187.00
CDBG,0J47,CDBG,48,MOPD,2525,HOME MOD PROGRAM,801,INDIRECT COSTS,221236.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,125,OFFICE AND BUILDING SERVICES,4500.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,140,PROFESSIONAL AND TECHNICAL SERVICES,11500.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,152,ADVERTISING,500.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,157,RENTAL EQUIPMENT AND SERVICES,200.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,159,LEASE/PURCHASE EQUIPMENT,22625.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,166,DUES  SUBSC & MEM,1400.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,169,TECHNICAL MEETING COSTS,5026.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,190,TELEPHONE - CENTREX BILLINGS,135000.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,197,TELEPHONE - MAINTENANCE,16000.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,270,LOCAL TRANSPORTATION,450.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,340,MATERIAL AND SUPPLIES,3775.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,350,STATIONERY AND OFFICE SUPPLIES,2400.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,801,INDIRECT COSTS,285817.00
CDBG,0J47,CDBG,50,DFSS,2501,PLANNING AND ADMINISTRATION,9438,REIMBURSEMENT - AIS,13148.00
CDBG,0J47,CDBG,50,DFSS,2510,HUMAN SERVICES,5,SALARIES AND WAGES - ON PAYROLL,52896.00
CDBG,0J47,CDBG,50,DFSS,2510,HUMAN SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,1314.00
CDBG,0J47,CDBG,50,DFSS,2510,HUMAN SERVICES,44,FRINGE BENEFITS,24020.00
CDBG,0J47,CDBG,50,DFSS,2510,HUMAN SERVICES,135,DELEGATE AGENCIES,1006000.00
CDBG,0J47,CDBG,50,DFSS,2510,HUMAN SERVICES,801,INDIRECT COSTS,53502.00
CDBG,0J47,CDBG,50,DFSS,2515,HOMELESS SERVICES,5,SALARIES AND WAGES - ON PAYROLL,1039464.00
CDBG,0J47,CDBG,50,DFSS,2515,HOMELESS SERVICES,12,CONTRACT WAGE - PREVAILING RATE,984.00
CDBG,0J47,CDBG,50,DFSS,2515,HOMELESS SERVICES,44,FRINGE BENEFITS,492415.00
CDBG,0J47,CDBG,50,DFSS,2515,HOMELESS SERVICES,135,DELEGATE AGENCIES,8894140.00
CDBG,0J47,CDBG,50,DFSS,2515,HOMELESS SERVICES,801,INDIRECT COSTS,537803.00
CDBG,0J47,CDBG,50,DFSS,2520,WORKFORCE SERVICES,5,SALARIES AND WAGES - ON PAYROLL,452482.00
CDBG,0J47,CDBG,50,DFSS,2520,WORKFORCE SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,4045.00
CDBG,0J47,CDBG,50,DFSS,2520,WORKFORCE SERVICES,44,FRINGE BENEFITS,215140.00
CDBG,0J47,CDBG,50,DFSS,2520,WORKFORCE SERVICES,135,DELEGATE AGENCIES,5468113.00
CDBG,0J47,CDBG,50,DFSS,2520,WORKFORCE SERVICES,801,INDIRECT COSTS,226519.00
CDBG,0J47,CDBG,50,DFSS,2525,SENIOR SERVICES,5,SALARIES AND WAGES - ON PAYROLL,284530.00
CDBG,0J47,CDBG,50,DFSS,2525,SENIOR SERVICES,15,SCHEDULE SALARY ADJUSTMENTS,1533.00
CDBG,0J47,CDBG,50,DFSS,2525,SENIOR SERVICES,44,FRINGE BENEFITS,136513.00
CDBG,0J47,CDBG,50,DFSS,2525,SENIOR SERVICES,135,DELEGATE AGENCIES,2498717.00
CDBG,0J47,CDBG,50,DFSS,2525,SENIOR SERVICES,140,PROFESSIONAL AND TECHNICAL SERVICES,303024.00
CDBG,0J47,CDBG,50,DFSS,2525,SENIOR SERVICES,801,INDIRECT COSTS,415687.00
CDBG,0J47,CDBG,50,DFSS,2530,Domestic Violence Services,5,SALARIES AND WAGES - ON PAYROLL,360782.00
CDBG,0J47,CDBG,50,DFSS,2530,Domestic Violence Services,44,FRINGE BENEFITS,168898.00
CDBG,0J47,CDBG,50,DFSS,2530,Domestic Violence Services,135,DELEGATE AGENCIES,2055590.00
CDBG,0J47,CDBG,50,DFSS,2530,Domestic Violence Services,166,DUES  SUBSC & MEM,50000.00
CDBG,0J47,CDBG,50,DFSS,2530,Domestic Violence Services,801,INDIRECT COSTS,261026.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,5,SALARIES AND WAGES - ON PAYROLL,1655621.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,15,SCHEDULE SALARY ADJUSTMENTS,6965.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,39,STUDENT AS TRAINEES,36741.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,44,FRINGE BENEFITS,784560.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,130,POSTAGE,5974.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,140,PROFESSIONAL AND TECHNICAL SERVICES,343363.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,150,OUTSIDE GRAPHIC SERVICES,2850.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,152,ADVERTISING,21225.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,159,LEASE/PURCHASE EQUIPMENT,51757.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,162,REPAIR/MAINT EQUIPMENT,6249.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,166,DUES  SUBSC & MEM,1683.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,169,TECHNICAL MEETING COSTS,1000.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,179,MESSENGER SERVICES,500.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,190,TELEPHONE - CENTREX BILLINGS,12900.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,340,MATERIAL AND SUPPLIES,10951.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,350,STATIONERY AND OFFICE SUPPLIES,9034.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,801,INDIRECT COSTS,1061299.00
CDBG,0J47,CDBG,54,DPD,2505,PLANNING  AND ADMINISTRATION,9438,REIMBURSEMENT - AIS,30000.00
CDBG,0J47,CDBG,67,DOB,2510,CODE ENFORCEMENT,5,SALARIES AND WAGES - ON PAYROLL,3293275.00
CDBG,0J47,CDBG,67,DOB,2510,CODE ENFORCEMENT,15,SCHEDULE SALARY ADJUSTMENTS,7560.00
CDBG,0J47,CDBG,67,DOB,2510,CODE ENFORCEMENT,20,OVERTIME,80000.00
CDBG,0J47,CDBG,67,DOB,2510,CODE ENFORCEMENT,44,FRINGE BENEFITS,1559184.00
CDBG,0J47,CDBG,67,DOB,2510,CODE ENFORCEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,314867.00
CDBG,0J47,CDBG,67,DOB,2510,CODE ENFORCEMENT,181,MOBILE COMMUNICATION SERVICES,25500.00
CDBG,0J47,CDBG,67,DOB,2510,CODE ENFORCEMENT,229,TRANSPORTATION AND EXPENSE ALLOWANCE,130000.00
CDBG,0J47,CDBG,67,DOB,2515,Strategic Task Force,5,SALARIES AND WAGES - ON PAYROLL,1024787.00
CDBG,0J47,CDBG,67,DOB,2515,Strategic Task Force,20,OVERTIME,80000.00
CDBG,0J47,CDBG,67,DOB,2515,Strategic Task Force,44,FRINGE BENEFITS,483061.00
CDBG,0J47,CDBG,67,DOB,2515,Strategic Task Force,162,REPAIR/MAINT EQUIPMENT,35000.00
CDBG,0J47,CDBG,67,DOB,2515,Strategic Task Force,181,MOBILE COMMUNICATION SERVICES,12750.00
CDBG,0J47,CDBG,84,CDOT,2535,Infrastructure Improvements,140,PROFESSIONAL AND TECHNICAL SERVICES,5000000.00
CDBG,0J47,CDBG,88,DWM,2505,Lead Service Line Replacement,140,PROFESSIONAL AND TECHNICAL SERVICES,15000000.00
GRANTS,001C,FAMILES FIRST COVID RESPONSE ACT TITLE I,50,DFSS,2979,Families First COVID Response,140,PROFESSIONAL AND TECHNICAL SERVICES,500000.00
GRANTS,002C,HOUSING OPPORTUNITIES FOR PEOPLE WITH AI,41,CDPH,2932,HOPWA,140,PROFESSIONAL AND TECHNICAL SERVICES,1539000.00
GRANTS,004C,RYAN WHITE HIV CARE ACT - ER,41,CDPH,2731,Ryan White HIV Care Act Part A,135,DELEGATE AGENCIES,900000.00
GRANTS,004C,RYAN WHITE HIV CARE ACT - ER,41,CDPH,2731,Ryan White HIV Care Act Part A,140,PROFESSIONAL AND TECHNICAL SERVICES,20000.00
GRANTS,004C,RYAN WHITE HIV CARE ACT - ER,41,CDPH,2731,Ryan White HIV Care Act Part A,340,MATERIAL AND SUPPLIES,60000.00
GRANTS,004C,RYAN WHITE HIV CARE ACT - ER,41,CDPH,2731,Ryan White HIV Care Act Part A,350,STATIONERY AND OFFICE SUPPLIES,10000.00
GRANTS,004C,RYAN WHITE HIV CARE ACT - ER,41,CDPH,2731,Ryan White HIV Care Act Part A,801,INDIRECT COSTS,10000.00
GRANTS,005C,CDBG - CARES ACT,5,OBM,2821,CDBG - CARES ACT,140,PROFESSIONAL AND TECHNICAL SERVICES,20100000.00
GRANTS,005C,CDBG - CARES ACT,41,CDPH,281J,ACT/CST Serious Mental Illness,135,DELEGATE AGENCIES,1000000.00
GRANTS,005C,CDBG - CARES ACT,41,CDPH,281K,BHS./Homeless Shelters,135,DELEGATE AGENCIES,500000.00
GRANTS,005C,CDBG - CARES ACT,41,CDPH,281L,Build Outpatient Mental Heath,135,DELEGATE AGENCIES,4000000.00
